,,,role,target,hate_speech,verbal_abuse,humor
[2019-06-13 16:48:08], <Fatima_Defenseur>, stop bande de fous ,victim_support,bully/bully_support,no,name_calling,no
[2019-06-13 16:48:23], <Fran_Victime>, en attendant il a l'air de kiffer ma mère Jules...,victim,none,no,none,no
[2019-06-13 16:48:24], <Fatima_Defenseur>, kes tu dis,victim_support,none,no,none,no
[2019-06-13 16:48:27], <jules_soutienH>, jmange ta mere surtout,bully_support,victim,no,aggression-other,no
[2019-06-13 16:48:42], <jules_soutienH>, cest elle qui me kiffe,bully_support,none,no,none,no
[2019-06-13 16:48:43], <martine_harc>, hey toi tut'la ferme l'étrazngère! retourne dans ton pays de merde,bully,victim_support,yes,denigration,no
[2019-06-13 16:48:46], <Fatima_Defenseur>, on arrete de manger tt le mponde la,victim_support,none,no,none,no
[2019-06-13 16:48:57], <Fran_Victime>, Martine tu fermes ta bouche,victim,bully,no,aggression-other,no
[2019-06-13 16:49:06], <martine_harc>, bah c sa mere qui se met a 4 pattes devant luji,bully,victim,no,aggression-other,no
[2019-06-13 16:49:18], <Fatima_Defenseur>, va crevrr,victim_support,bully_support,no,aggression-other,no
[2019-06-13 16:49:20], <Fran_Victime>, donc il kif les grosses moches,victim,bully_support,no,denigration,no
[2019-06-13 16:49:24], <Fran_Victime>, sympa pour ton pote,victim,none,no,none,no
[2019-06-13 16:49:31], <jules_soutienH>, oue ca doit etre ca,bully_support,none,no,none,no
[2019-06-13 16:49:41], <jules_soutienH>, jore ton pere le chauve,bully_support,victim,no,aggression-other,no
[2019-06-13 16:49:43], <Fran_Victime>, tu voulais voir mon cul du coup Jules ,victim,none,no,none,no
[2019-06-13 16:49:48], <martine_harc>, d'ou tu me parle? faudrait deja que tu perde 100 kg avant de me donner des ordres la grosse,bully,victim,no,denigration,no
[2019-06-13 16:50:05], <Fran_Victime>, Je te casse la bouche tu parleras plus jamais,victim,bully,no,threat,no
[2019-06-13 16:50:11], <martine_harc>, Juju est triop bien pour ton cul de vache!,bully,victim,no,denigration,no
[2019-06-13 16:50:19], <Fatima_Defenseur>, tinsulte pas mon pays connasse,victim_support,bully,yes,name_calling,no
[2019-06-13 16:50:21], <martine_harc>, ouais c ca la pute,bully,victim_support,no,name_calling,no
[2019-06-13 16:50:21], <jenny_conciliatr>, MARTINE,conciliator,none,no,none,no
[2019-06-13 16:50:28], <martine_harc>, les pute,bully,victim/victim_support,no,name_calling,no
[2019-06-13 16:50:29], <Fran_Victime>, MARTINE,victim,none,no,none,no
[2019-06-13 16:50:32], <jenny_conciliatr>, Je v vs boter le cul,conciliator,bully/bully_support/victim/victim_support,no,threat,no
[2019-06-13 16:50:44], <martine_harc>, et on s'en fout de toi Jenny! retourne dormir,bully,none,no,none,no
[2019-06-13 16:50:44], <Fatima_Defenseur>, putain je pars la,victim_support,none,no,none,no
[2019-06-13 16:50:51], <jenny_conciliatr>, vous allez vous calmer oui,conciliator,none,no,none,no
[2019-06-13 16:50:53], <Fatima_Defenseur>, jen ai mar de vous,victim_support,none,no,none,no
[2019-06-13 16:51:01], <martine_harc>, ouais c ca fuyiez les putes,bully,victim/victim_support,no,name_calling,no
[2019-06-13 16:51:01], <Fran_Victime>, Martine tu me fais gerber,victim,bully,no,denigration,no
[2019-06-13 16:51:07], <Fatima_Defenseur>, martinz la connasse,victim_support,bully,no,name_calling,no
[2019-06-13 16:51:22], <Fatima_Defenseur>, jte parle mm pas,victim_support,none,no,none,no
[2019-06-13 16:51:23], <jenny_conciliatr>, vs vs comportez vrmt trtop mals,conciliator,none,no,none,no
[2019-06-13 16:51:24], <Fran_Victime>, tu as bien aimé mes photos?,victim,none,no,none,no
[2019-06-13 16:51:29], <martine_harc>, c ca allez ciao les gosses putes,bully,victim/victim_support,no,name_calling,no
[2019-06-13 16:51:39], <martine_harc>, dsl mais trop moches,bully,victim/victim_support,no,name_calling,no
[2019-06-13 16:51:40], <Fran_Victime>, fallait pâs poster des fotos de moi si tu voulais que je me calme,victim,none,no,none,no
[2019-06-13 16:51:48], <martine_harc>, g eu mal aux yeux,bully,victim,no,denigration,no
